customer_id,order_id,product_id,review_score
f451e59a9232fe95d8deab7507f5b172,bfbd0f9bdef84302105ad712db648a6c,PRO018,5
16a4c9843ab5ab7e7f88c5be0b725786,942cb81b8e0a2f33510159729f69d8b1,PRO018,5
e71fe33c737841b5ecb75b8562490529,143f8e1be12f4d99301cec6f0d7a3834,PRO018,5
1c83b73238f155f8726794789086c6a6,11a6ea18f3646c6e6dcbadbd0207b35d,PRO018,5
38f713d474b0f92b5f6225ce13b61a29,fd4787fa8be4afcbd8ba795e775cab51,PRO018,5
23a749a15c5fbb6adfc59210e855f02c,e48db3b231e0ad61656e81b4c9311dad,PRO018,5
201a4e49186cd822d3584d9553b76f91,f6b0fadc7a8c63ec71d0336d21b8c630,PRO018,5
6eed6b5d8b1ded4577be75de1db03132,d3e0a0298be4e950a2271ef880d8e1ff,PRO018,5
3581cfadb118ba1d36cffc71b47efa39,2d30cd6616e35533e19dddc672fe00e1,PRO018,5
137105b0420e2f6a83fe51bd237888b0,5317d6f0c0b5822201596d8f4aabdc6e,PRO018,5
5a94b0b5e939d29d07cb80e1c236ce5b,5dc8e20ffe7089524efc98d33aa37b1c,PRO018,5
b1a61930f7a035bc34f86f22eebed4ae,1801c6babedcb89ced12ae5f6352f787,PRO018,5
f7a77c7648c5a144d3f6d3ed2b880f31,c1dc2aa07165a0844cc6a68cebfeae67,PRO018,5
35130a8e95ead79c61cd466073b8a711,9074c0d9543d2c8d13c3c99b15ddfd55,PRO018,5
78322edce10f273a39ad5d6e1dcc5c47,138d22c05c5e456f19bdc7dcf09b89aa,PRO018,5
ce3353c3edc00f0fc559a1ad8fda4e4b,4efe78f6ef58eecff2dee027fca3a31f,PRO018,5
2d598740458ddd8adf4d639fe801f902,0e1bd6280d543519379a15614783b9fe,PRO018,5
9695ed0844ddd2e94315f39ed1828058,be18b8aecc40c580699c87905e6578dc,PRO018,5
d61f9007e9d3abfc30b266dc4f843ce7,b1baac8300bff141b743794ace31ffcc,PRO018,5
c0677c004d421919dd1bdc646a37f930,39a0e2f723def2e12a51e963006c9242,PRO018,5
12d1b4294fef21016c9614eb31e55e15,75bf0422b7fb2244c7ddb0ee73e8e8a8,PRO018,5
9a46036c450ed2b0352f21075c3c1e45,78886227da2df65c57f57d2fec577bce,PRO018,5
2fe96b87b0ee448a5fd3c7cc6ba3dfe9,573a63f55da869597574d6ce4e1719a3,PRO018,5
a894e37533981aa4c3846740280fa5f7,0d9df4f2f2ff31254428de406416328c,PRO018,5
3d74f485dc8132ea8f838e7663e3b3b9,82bce245b1c9148f8d19a55b9ff70644,PRO018,5
89aab649693a7e5995fa951d8d2fcdd7,90e0a69423a77f36e6c01b0fb27b5826,PRO018,5
277f75ffd7746b6bb5995478da29cf8f,a795405baf7d9a63ecd5d22978476c08,PRO018,5
30bf53ce083c9ae5e77f2e9c7b3dfb3d,91244521aad278a4f697dfd15d31287b,PRO018,5
